MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Chiroptera	Vespertilionidae	Myotis	aelleni	Myotis aelleni	-999	-999	39.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	9.56	-999	-999	-999	23827	-40.76	-42.8	-41.78	-70.41	-72.13	-71.27	0	3.86	0	0.08	54.47	57.28	538.09	740.63
Chiroptera	Vespertilionidae	Myotis	albescens	Myotis albescens	-999	5.65	36	-999	-999	-999	-999	-999	-999	-999	93.3	1	-999	-999	-999	0.98	2.5	-999	-999	-999	-999	-999	175.58	-999	-999	2	-999	30.2	-999	-999	196;890;1297;1658;2100;2143;2151;2622;2655;3023	-999	-999	-999	-999	14769379	18.66	-37.84	-9.59	-34.79	-94.81	-64.8	0	25.67	0	0.11	145.37	232.23	1260.9	1493.18
Chiroptera	Vespertilionidae	Myotis	altarium	Myotis altarium	-999	11	44.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;1658;2151;2655	-999	-999	-999	-999	1128465	31.88	18.98	25.43	118.41	99.19	108.8	9	260.25	46	0.06	111.91	155.23	994.01	1071.24
Chiroptera	Vespertilionidae	Myotis	annectans	Myotis annectans	-999	9.76	44.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;1658;2151;2622;2655	-999	-999	-999	-999	559249	27.5	17.8	22.65	101.04	88.3	94.67	5	196.79	10	0.08	153.12	216.5	1051.45	1366.12
Chiroptera	Vespertilionidae	Myotis	atacamensis	Myotis atacamensis	-999	-999	32	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	5.25	-999	-999	-999	469817	-12.4	-32.46	-22.43	-67	-76.51	-71.75	0	9.7	0	0.06	12.15	25.18	238.54	1207.79
Chiroptera	Vespertilionidae	Myotis	auriculus	Myotis auriculus	-999	37.7	37.99	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	38	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	657;1297;1658;2151;2618;2655;2970	-999	-999	-999	-999	619855	35.37	19.78	27.58	-97.5	-112.32	-104.91	0	20.29	0	0.12	38.01	166.15	600.7	1286.03
Chiroptera	Vespertilionidae	Myotis	australis	Myotis australis	-999	-999	37	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	7.93	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	austroriparius	Myotis austroriparius	-999	7.29	37.99	-999	-999	365	-999	-999	-999	-999	-999	1	-999	-999	-999	1.94	1	72	1.12	-999	-999	-999	192.17	-999	-999	2	-999	47.01	-999	-999	1006;1297;1413;1516;1658;1705;2151;2215;2352;2427;2602;2655	-999	-999	-999	-999	873318	39.51	26.78	33.14	-77.14	-95.76	-86.45	1	43.91	6	0.05	102.72	178.18	998.26	1108.45
Chiroptera	Vespertilionidae	Myotis	bechsteini	Myotis bechsteini	-999	9.46	42	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	1	252	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;543;577;1297;1658;2143;2151;2295;2655;2711;2719;2955	-999	-999	-999	-999	2326534	53.88	36.65	45.26	44.73	-9.29	17.72	3	139.51	18	0.01	61.16	85.35	515.69	603.2
Chiroptera	Vespertilionidae	Myotis	blythii	Myotis blythii	-999	22.1	58.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	-999	237.99	-999	-999	-999	-999	364.99	-999	-999	2	-999	-999	-999	-999	109;1297;1658;2143;2151;2622;2655	-999	-999	-999	-999	5997677	53.33	23.76	38.55	120.21	-8.85	55.68	0	117.67	4	0.06	44.93	112.93	447.34	937.31
Chiroptera	Vespertilionidae	Myotis	bocagei	Myotis bocagei	-999	7.87	37.99	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	44;196;1297;1658;2143;2151;2295;2622;2655;2719;3023	-999	-999	-999	-999	12300214	16.04	-24.85	-4.4	51.8	-16.82	17.48	0	36.25	1	0.14	103.1	238.74	1005.03	1559.8
Chiroptera	Vespertilionidae	Myotis	bombinus	Myotis bombinus	-999	-999	39.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	9.91	-999	-999	-999	662214	48.22	30.98	39.6	145.82	123.95	134.89	1	221.64	4	0.01	95.43	51.43	649.5	707.13
Chiroptera	Vespertilionidae	Myotis	brandti	Myotis brandti	-999	5.3	35	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151;2622;2655	-999	-999	-999	-999	10341787	66.02	36.01	51.02	143.94	-9.49	67.22	0	74.21	1	0.01	45.44	42.96	412.53	528
Chiroptera	Vespertilionidae	Myotis	californicus	Myotis californicus	-999	4.39	33.14	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	1	180	-999	-999	-999	-999	-999	-999	-999	2	3	91.21	-999	-999	657;1297;1658;2143;2151;2622;2625;2655	-999	-999	-999	-999	3994128	56.4	15.64	36.02	-91.88	-131.42	-111.65	0	35.18	0	0.1	45.05	124.62	479.42	1039.29
Chiroptera	Vespertilionidae	Myotis	capaccinii	Myotis capaccinii	-999	8.14	39.99	-999	-999	-999	-999	-999	1	-999	54.99	1	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	328.99	-999	-999	2	3	-999	-999	-999	1015;1297;1658;2143;2151;2622;2655;2920	-999	-999	-999	-999	1758634	47.44	27.03	37.23	62.29	-6.26	28.01	0	114.17	7	0.05	47.13	125.18	431.11	972.93
Chiroptera	Vespertilionidae	Myotis	chiloensis	Myotis chiloensis	-999	-999	37.99	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	890;1297;1658;2151	8.56	-999	-999	-999	562839	-28.53	-55.51	-42.02	-68.43	-75.71	-72.07	0	4.73	0	0.02	258.8	68.11	238.57	644.31
Chiroptera	Vespertilionidae	Myotis	chinensis	Myotis chinensis	-999	42	64.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151;2622	-999	-999	-999	-999	1209408	28.57	17.35	22.96	119.95	97.61	108.78	1	241.48	46	0.06	118.99	156.31	1046.22	1163.47
Chiroptera	Vespertilionidae	Myotis	cobanensis	Myotis cobanensis	-999	-999	41.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	11	-999	-999	-999	295	15.56	15.39	15.47	-90.28	-90.45	-90.36	63	80.02	63	0.2	139.92	203.46	1481.98	1616.97
Chiroptera	Vespertilionidae	Myotis	dasycneme	Myotis dasycneme	-999	15.1	45.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	234	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;543;1658;2143;2151;2295;2470;2655;2719	-999	-999	-999	-999	6606862	65.1	44.57	54.84	125.67	4.1	64.89	0	56.05	1	5.18E-03	43.12	28.93	387.58	427.69
Chiroptera	Vespertilionidae	Myotis	daubentoni	Myotis daubentoni	-999	7.56	36.58	44.43	-999	-999	-999	-999	2	-999	55.21	1	-999	-999	-999	1	1	336	2	29.2	-999	-999	323.18	-999	-999	2	3	35.61	5.5	-999	196;400;543;892;1297;1521;1658;2143;2151;2295;2470;2622;2655;2719;2977;3001	-999	-999	-999	-999	15745300	63.01	18.16	40.58	145.82	-10.47	67.67	0	78.32	0	0.01	53.21	30.99	472.01	565.91
Chiroptera	Vespertilionidae	Myotis	dominicensis	Myotis dominicensis	-999	-999	34	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	6.23	-999	-999	-999	2248	16.51	15.2	15.85	-61.16	-61.8	-61.48	89	197.45	89	0.05	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	elegans	Myotis elegans	-999	4.18	33	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;2151;2622;2655	-999	-999	-999	-999	669104	23.33	9.59	16.46	-83.13	-100.06	-91.59	2	63.95	4	0.15	151.31	234.87	1287.81	1625.37
Chiroptera	Vespertilionidae	Myotis	emarginatus	Myotis emarginatus	-999	7.5	39.99	-999	-999	547.5	-999	-999	-999	-999	-999	1	-999	-999	-999	0.99	1	216	-999	-999	-999	-999	348.41	-999	-999	2	-999	42.27	-999	-999	428;543;1297;1658;2143;2151;2352;2438;2470;2622;2633;2634;2655;2920	-999	-999	-999	-999	3765087	53.39	23.21	38.3	73.14	-9.32	31.91	0	118.77	6	0.04	48.03	97.72	440.36	748.8
Chiroptera	Vespertilionidae	Myotis	evotis	Myotis evotis	-999	6.86	37.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	1	-999	1.22	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	543;1297;1658;2143;2151;2622;2655;3023	-999	-999	-999	-999	3119769	54.76	25.49	40.12	-102.53	-127.89	-115.21	0	21.49	0	0.08	36.24	60.78	363.99	788.12
Chiroptera	Vespertilionidae	Myotis	findleyi	Myotis findleyi	-999	-999	31.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	5.02	-999	-999	-999	399	21.71	21.25	21.48	-106.2	-106.66	-106.43	7	7	7	0	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	formosus	Myotis formosus	-999	7.07	48.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1439;1658;2151;2655	-999	-999	-999	-999	3602430	54.34	-8.84	22.74	133.24	62.64	97.94	1	285.66	9	0.08	131.68	165.44	966.21	1190.37
Chiroptera	Vespertilionidae	Myotis	fortidens	Myotis fortidens	-999	4.37	37	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;1297;1658;2151;2655;2719	-999	-999	-999	-999	470952	30.96	14.58	22.77	-91.17	-111.26	-101.21	1	49.76	3	0.08	90.99	218.23	965.18	1535.38
Chiroptera	Vespertilionidae	Myotis	frater	Myotis frater	-999	7.55	38.49	-999	-999	730	-999	-999	-999	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;2151;2622;2655	-999	-999	-999	-999	2301982	45.52	21.41	33.46	145.82	67.37	106.59	0	187.84	0	0.07	93.67	57.85	665.36	994.57
Chiroptera	Vespertilionidae	Myotis	goudoti	Myotis goudoti	-999	5.55	39.48	95	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	1048;1658;2151	-999	-999	-999	-999	314199	-12.06	-25.2	-18.63	50.48	43.22	46.85	2	31.57	3	0.19	130.33	223.89	1109.64	1615.19
Chiroptera	Vespertilionidae	Myotis	grisescens	Myotis grisescens	1	10.8	43.25	-999	-999	730	-999	-999	1	-999	-999	1	-999	-999	-999	1	1	471.24	2.95	-999	-999	-999	467.95	-999	-999	2	3	43.03	-999	-999	185;543;768;899;1297;1658;1683;1705;2025;2143;2151;2215;2622;2655;2724	-999	-999	-999	-999	854749	41.22	30.3	35.76	-79.67	-93.03	-86.35	3	42.41	7	0.05	94.64	147.3	882.26	956.69
Chiroptera	Vespertilionidae	Myotis	hasseltii	Myotis hasseltii	-999	8.7	38.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;1297;1658;2151;2622;2655	-999	-999	-999	-999	2413307	24	-8.78	7.61	119.26	80.13	99.7	1	155.95	4	0.12	196.41	243.68	1388.28	1619.63
Chiroptera	Vespertilionidae	Myotis	horsfieldii	Myotis horsfieldii	-999	6.05	38.31	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	76;196;1439;1658;2151;2655	-999	-999	-999	-999	1457246	26.68	-8.96	8.85	125.15	72.82	98.99	1	206.87	4	0.13	193.27	245.85	1301.58	1633.73
Chiroptera	Vespertilionidae	Myotis	hosonoi	Myotis hosonoi	-999	-999	35	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	6.77	-999	-999	-999	1171	39.93	35.38	37.66	141.84	137.89	139.86	93	479.73	93	0.01	113.42	70.12	763.88	804.72
Chiroptera	Vespertilionidae	Myotis	ikonnikovi	Myotis ikonnikovi	-999	-999	33.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	5.98	-999	-999	-999	1685813	57.22	33.42	45.32	145.82	79.15	112.48	0	81.82	1	0.03	44.95	5.44	375.42	587.49
Chiroptera	Vespertilionidae	Myotis	insularum	Myotis insularum	-999	-999	34	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	6.23	-999	-999	-999	1746	-13.43	-13.8	-13.61	-172.16	-172.79	-172.48	58	58	58	0.05	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	keaysi	Myotis keaysi	-999	5.4	36.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;2151;2622;2655	-999	-999	-999	-999	3235410	23.81	-28.28	-2.23	-59.78	-100.01	-79.9	0	42.94	1	0.12	131.91	214.67	1226.6	1534.95
Chiroptera	Vespertilionidae	Myotis	keenii	Myotis keenii	-999	6.45	36.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.99	1	222	-999	-999	-999	-999	-999	-999	-999	2	-999	39.24	-999	-999	1297;1658;1693;2143;2151;2215;2622;2655	-999	-999	-999	-999	5343350	61.43	32.31	46.87	-55.16	-131.08	-93.12	0	37.15	0	0.03	65.58	48.66	552.53	615.64
Chiroptera	Vespertilionidae	Myotis	leibii	Myotis leibii	-999	4.9	32.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	1	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;2143;2151;2622;2655	-999	-999	-999	-999	5722438	54.42	20.18	37.3	-66.95	-123.62	-95.29	0	36.14	0	0.07	45.43	100.67	497.87	892.07
Chiroptera	Vespertilionidae	Myotis	lesueuri	Myotis lesueuri	-999	-999	34.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	6.5	-999	-999	-999	195426	-27.65	-34.17	-30.91	29.4	18.72	24.06	0	16.61	0	0.07	27.82	154.83	439.45	1077.67
Chiroptera	Vespertilionidae	Myotis	levis	Myotis levis	-999	5.5	37.99	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151;2622;2655	-999	-999	-999	-999	3055141	-16.49	-41.16	-28.83	-44.41	-71.48	-57.95	0	33.8	0	0.07	78.24	154.51	820.74	1108.15
Chiroptera	Vespertilionidae	Myotis	longipes	Myotis longipes	-999	-999	36	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	7.34	-999	-999	-999	402070	35.34	25.02	30.18	90.63	68.5	79.56	0	219.35	1	0.11	94.68	100.93	766.43	1141.24
Chiroptera	Vespertilionidae	Myotis	lucifugus	Myotis lucifugus	-999	7.77	37.78	52.69	0.5	730	9.29	6.5	1	-999	59.79	1	-999	-999	-999	1	1	408	2.18	29.99	-999	37500	243.33	-999	-999	2	3	25.99	6.8	49	43;185;196;488;499;520;543;657;711;755;867;924;937;938;950;1161;1190;1297;1334;1384;1388;1536;1658;1697;1704;1705;1706;1707;1710;18222025;2143;2151;2161;2164;2215;2567;2568;2655;2673;2712;2719;2750;2879;30233047	-999	-999	-999	-999	13081713	67.26	18.53	42.9	-55.61	-162.23	-108.92	0	23.21	0	0.05	53.45	42.88	465.36	644.48
Chiroptera	Vespertilionidae	Myotis	macrodactylus	Myotis macrodactylus	-999	7.42	38.39	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	1	-999	-999	1.83	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;1705;2151;2655	-999	-999	-999	-999	618025	45.72	22.25	33.98	145.82	113.73	129.77	2	271.59	15	0.02	106.47	86.63	786.43	834.82
Chiroptera	Vespertilionidae	Myotis	macrotarsus	Myotis macrotarsus	-999	12.6	47	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1439;1658;2151;2655	-999	-999	-999	-999	237569	18.65	4.44	11.54	126.6	117.17	121.88	19	210.89	29	0.11	202.61	241.04	1473.97	1733.49
Chiroptera	Vespertilionidae	Myotis	martiniquensis	Myotis martiniquensis	-999	-999	36.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	7.63	-999	-999	-999	1588	14.87	13.03	13.95	-59.42	-61.23	-60.32	289	412.82	289	0.04	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	milleri	Myotis milleri	-999	-999	35.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	7.05	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Chiroptera	Vespertilionidae	Myotis	montivagus	Myotis montivagus	-999	8.3	43	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;1658;2151;2655	-999	-999	-999	-999	946712	28.56	4.23	16.4	116.48	74.44	95.46	0	107.07	4	0.08	133.67	177.83	1086.03	1340.7
Chiroptera	Vespertilionidae	Myotis	morrisi	Myotis morrisi	-999	-999	45.49	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	14.3	-999	-999	-999	186989	10.97	6.73	8.85	37.6	6.06	21.83	6	74.39	21	0.14	115.66	231.3	1030.89	1518.3
Chiroptera	Vespertilionidae	Myotis	muricola	Myotis muricola	-999	4.8	34.69	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;1297;1439;1621;1658;2151;2655;2719	-999	-999	-999	-999	6326101	36.45	-10.32	13.06	130.87	69.25	100.06	0	183.02	4	0.1	163.19	196.16	1152.57	1414.46
Chiroptera	Vespertilionidae	Myotis	myotis	Myotis myotis	-999	25.7	64	71.99	-999	730	-999	-999	1	-999	73.18	1	-999	-999	-999	1	1	264	5.7	38	-999	-999	347.68	-999	-999	2	3	41.99	23.1	-999	107;109;110;196;543;762;892;1015;1297;1536;1658;1668;1704;1784;1871;1910;2037;2143;2151;2295;2352;2470;2622;2633;2655;2719;3014	-999	-999	-999	-999	3731150	58.87	36.01	47.44	34.16	-9.49	12.33	3	135.17	15	5.12E-03	58.21	91.02	504.81	658.57
Artiodactyla	Bovidae	Naemorhedus	swinhoei	Naemorhedus swinhoei	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	11916	25.01	22.13	23.57	121.72	120.56	121.14	70	595.77	70	0.03	165.28	148.86	-999	-999
Carnivora	Viverridae	Nandinia	binotata	Nandinia binotata	1	2170	-999	501.37	-999	-999	809.25	3121.25	2	-999	65.44	2	0.55	0.5	182.5	1.83	-999	222	56	-999	5	-999	879.28	-999	4	2	1	63.61	-999	-999	367;543;904;1113;1297;1822;2655	-999	1.59	-999	-999	5977079	13.95	-21.81	-3.92	39.72	-16.82	11.45	0	45.82	1	0.12	130.21	239.97	1214.08	1545.55
Rodentia	Sciuridae	Nannosciurus	melanotis	Nannosciurus melanotis	3	-999	-999	95	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2152	26.2	-999	-999	-999	1066341	5.65	-8.78	-1.56	116.73	95.18	105.96	1	169.2	4	0.12	238.78	247.99	1659.23	1720.99
Rodentia	Muridae	Nannospalax	ehrenbergi	Nannospalax ehrenbergi	2	180	-999	-999	-999	-999	101.55	123.25	-999	54.4	28.44	1	-999	-999	-999	3.6	-999	-999	5.7	-999	-999	-999	-999	1	-999	1	-999	-999	-999	-999	230;247;1822;2129;2130;2357;2655;3140	-999	-999	-999	-999	504281	37.74	29.03	33.38	43.89	17.83	30.86	1	96.01	1	0.15	19.91	189.76	233.32	1281.83
Rodentia	Muridae	Nannospalax	leucodon	Nannospalax leucodon	-999	189	-999	-999	-999	-999	127.74	151.9	4	-999	29.18	1	-999	-999	-999	3.5	1	54	5	-999	-999	1	-999	1	-999	1	2	57.55	-999	-999	247;1015;1020;1078;1297;1822;2655	-999	-999	-999	-999	714434	48.48	38.29	43.38	31.35	15.7	23.52	23	106.2	37	-0.01	56.28	87.38	538.93	708.93
Rodentia	Muridae	Nannospalax	nehringi	Nannospalax nehringi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	597696	41.7	35.21	38.45	45.07	27.31	36.19	19	67.95	28	0.06	43.47	94.76	425.37	971.58
Chiroptera	Pteropodidae	Nanonycteris	veldkampi	Nanonycteris veldkampi	-999	21.7	48	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	258;1297;1658;2151;2622;2655	-999	-999	-999	-999	1388475	10.81	3.52	7.16	19.11	-12.49	3.3	3	87.79	8	0.11	140.81	259.24	1164.08	1580.71
Rodentia	Dipodidae	Napaeozapus	insignis	Napaeozapus insignis	1	22.2	-999	90.24	26	-999	39.6	22	5	-999	23	2	0.01	0.01	-999	4.47	1.25	48	0.93	29.99	667	-999	364.99	-999	8	1	2	35	8.9	-999	543;1297;1822;1849;2151;2655;2943;3004	-999	-999	-999	-999	2009406	54.23	34.57	44.4	-55.61	-96.83	-76.22	0	36.23	0	0.02	70.31	40.16	537.46	577.95
Primates	Cercopithecidae	Nasalis	concolor	Nasalis concolor	3	7390	-999	499.99	-999	-999	-999	-999	3	-999	-999	2	0.1	0.09	-999	1.02	-999	-999	-999	-999	10.9	-999	-999	2.75	-999	2	1	-999	-999	-999	741;899;1544;1547;1848;2344;2655	-999	-999	-999	-999	6045	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	259	-999	-999
Primates	Cercopithecidae	Nasalis	larvatus	Nasalis larvatus	3	12300	-999	647.49	-999	1642.5	-999	-999	4	-999	165.1	2	1.42	-999	547.5	1	-999	252	450	-999	9	14.5	1642.5	11.25	-999	2	1	210.37	2000	-999	208;543;730;741;899;1297;1347;1544;1547;1577;1767;1768;1848;2151;2344;2493;2655;2660;2986;3101	-999	0.9	-999	-999	574820	7.03	-4.18	1.42	119.26	108.83	114.05	2	29.73	4	0.18	257.08	250.21	1684.01	1720.98
Carnivora	Procyonidae	Nasua	narica	Nasua narica	2	4580	-999	551.15	5	-999	2305.8	4460	6	364.99	76.92	1	0.78	0.7	365	3.99	-999	212	140	-999	6.11	-999	875	-999	-999	1	2	131.77	-999	-999	367;730;890;1015;1113;1573;2151;2655	-999	1.11	-999	-999	2329130	35.33	7.19	21.26	-76.79	-113.87	-95.33	0	46.82	1	0.13	86.19	205.61	843.68	1399.09
