"season","season_week","year_week","week_start_date","weekID","monthID","year","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","NDVI.18.45.66.14.","NDVI.18.50..66.14.","satprecip","tmin","tmax","prec","dtr","tavg","nino12","nino34","soi","pop","adjpop"
"1995/1996",6,23,"6/4/1995",199523,199506,1995,2,1,0,1,12,0,16,0.2119,0.0278,5.3,297.5,301.4,19.57,2.271428571,299.6357143,22.45,29.01,0.2,2348628.556,2359684.449
"1995/1996",7,24,"6/11/1995",199524,199506,1995,1,0,0,1,6,0,8,0.1559857,0.0797,41.42,298.2,302.2,41.74,1.928571429,299.7785714,22.45,29.01,0.2,2348628.556,2360186.989
"1995/1996",8,25,"6/18/1995",199525,199506,1995,0,0,0,0,6,1,7,0.1920429,0.2174,2.04,298.7,302.7,11.7,2.528571429,300.8785714,22.45,29.01,0.2,2348628.556,2360689.53
"1995/1996",9,26,"6/25/1995",199526,199506,1995,1,0,0,1,7,1,10,0.2656857,0.2115,41.18,298.6,303.2,10.72,3.271428571,300.95,22.45,29.01,0.2,2348628.556,2361192.071
"1995/1996",10,27,"7/2/1995",199527,199507,1995,1,0,0,0,11,2,14,0.2420429,0.2909,25.33,298.5,302.9,55.89,2.057142857,300.1857143,21.23,28.78,0.7,2348628.556,2361694.611
"1995/1996",11,28,"7/9/1995",199528,199507,1995,0,0,0,1,6,0,7,0.2196714,0.17265,35.72,299,302.3,41,2.442857143,300.5214286,21.23,28.78,0.7,2348628.556,2362197.152
"1995/1996",12,29,"7/16/1995",199529,199507,1995,1,1,0,1,5,1,9,0.1664857,0.10775,92.6,298.6,302.8,46.41,2.114285714,300.3571429,21.23,28.78,0.7,2348628.556,2362699.692
"1995/1996",13,30,"7/23/1995",199530,199507,1995,0,0,0,0,10,1,11,0.1322286,0.1898,60.16,298.4,302.5,111.25,1.757142857,299.8071429,21.23,28.78,0.7,2348628.556,2363202.233
"1995/1996",14,31,"7/30/1995",199531,199507,1995,1,4,0,0,15,3,23,0.2030286,0.09466667,30.8,298.6,302.4,42.05,2.242857143,300.2785714,21.23,28.78,0.7,2348628.556,2363704.774
"1995/1996",15,32,"8/6/1995",199532,199508,1995,0,2,0,1,11,3,17,0.1653571,0.047,0.66,298.4,303.8,25.8,2.414285714,300.5357143,20.01,28.43,0.5,2348628.556,2364207.314
"1995/1996",16,33,"8/13/1995",199533,199508,1995,0,0,0,1,17,1,19,0.1886714,0.0917,69.22,298.1,303.6,84.5,2.928571429,300.1642857,20.01,28.43,0.5,2348628.556,2364709.855
"1995/1996",17,34,"8/20/1995",199534,199508,1995,0,1,0,1,18,4,24,0.1324714,0.0862,45.11,298.5,302.4,62.81,2.1,300.1928571,20.01,28.43,0.5,2348628.556,2365212.395
"1995/1996",18,35,"8/27/1995",199535,199508,1995,0,1,0,0,13,3,17,0.1968143,0.07256667,20.23,298.2,303.9,10.7,3.671428571,300.9071429,20.01,28.43,0.5,2348628.556,2365714.936
"1995/1996",19,36,"9/3/1995",199536,199509,1995,4,1,0,0,21,2,28,0.1699571,0.1836,38.46,298.7,303.9,106.7,2.614285714,300.8785714,20.17,28.25,0.4,2348628.556,2366217.476
"1995/1996",20,37,"9/10/1995",199537,199509,1995,1,2,0,5,30,2,40,0.1392,0.0546,118.48,298.1,302.5,95.8,2.471428571,299.9785714,20.17,28.25,0.4,2348628.556,2366720.017
"1995/1996",21,38,"9/17/1995",199538,199509,1995,4,1,0,0,26,2,33,0.2176167,0.0846,26.86,298.7,302.1,16.6,1.814285714,300.15,20.17,28.25,0.4,2348628.556,2367222.558
"1995/1996",22,39,"9/24/1995",199539,199509,1995,2,3,0,1,21,4,31,0.09934286,0.08366667,71.01,297.2,301.9,67.8,2.314285714,299.8285714,20.17,28.25,0.4,2348628.556,2367725.098
"1995/1996",23,40,"10/1/1995",199540,199510,1995,2,1,0,2,25,3,33,0.1295571,0.2151,52.89,298,301.5,49.6,1.857142857,299.6714286,20.15,28.07,0,2348628.556,2368227.639
"1995/1996",24,41,"10/8/1995",199541,199510,1995,2,1,0,0,26,0,29,0.1375429,0.0966,46.51,297.8,301.8,48.58,2.114285714,299.7142857,20.15,28.07,0,2348628.556,2368730.179
"1995/1996",25,42,"10/15/1995",199542,199510,1995,2,3,0,3,19,3,30,0.1194429,0.09466,63.51,297.6,301.8,34.3,2.214285714,299.5357143,20.15,28.07,0,2348628.556,2369232.72
"1995/1996",26,43,"10/22/1995",199543,199510,1995,1,1,0,1,27,6,36,0.1374429,0.1326,35.21,298.1,302.3,55.8,2.857142857,299.9142857,20.15,28.07,0,2348628.556,2369735.261
"1995/1996",27,44,"10/29/1995",199544,199510,1995,3,3,0,2,34,6,48,0.2854286,0.07825,0,297.5,301.3,16.3,2.342857143,299.6285714,20.15,28.07,0,2348628.556,2370237.801
"1995/1996",28,45,"11/5/1995",199545,199511,1995,0,0,0,2,28,10,40,0.2354857,0.02905,24.86,297.8,301.9,23.2,2.242857143,299.5785714,21.2,27.97,0.1,2348628.556,2370740.342
"1995/1996",29,46,"11/12/1995",199546,199511,1995,0,1,0,1,14,12,28,0.1903429,0.07475,90.49,297.7,301.4,14.1,2.371428571,299.3714286,21.2,27.97,0.1,2348628.556,2371242.882
"1995/1996",30,47,"11/19/1995",199547,199511,1995,0,1,0,1,28,6,36,0.2549,0.1148667,6.77,298,301.4,11.79,1.9,299.5928571,21.2,27.97,0.1,2348628.556,2371745.423
"1995/1996",31,48,"11/26/1995",199548,199511,1995,0,0,0,1,16,2,19,0.1688714,0.076375,13.44,297.6,300.9,15.9,2.414285714,299.3357143,21.2,27.97,0.1,2348628.556,2372247.964
"1995/1996",32,49,"12/3/1995",199549,199512,1995,0,0,0,0,18,16,34,0.2371143,0.135,0,297.4,300.7,11.1,2,298.9857143,22.02,28.07,-0.8,2348628.556,2372750.504
"1995/1996",33,50,"12/10/1995",199550,199512,1995,0,0,0,1,12,10,23,0.1348,0.01473333,0,296.5,300.1,27.2,1.842857143,298.4071429,22.02,28.07,-0.8,2348628.556,2373253.045
"1995/1996",34,51,"12/17/1995",199551,199512,1995,0,0,0,1,13,3,17,0.1116571,0.03596667,25.78,296.6,301.2,51.9,2.442857143,298.5357143,22.02,28.07,-0.8,2348628.556,2373755.585
"1995/1996",35,52,"12/24/1995",199552,199512,1995,0,0,0,0,15,2,17,0.1947778,0.045,69.88,296.5,301.5,18.2,3.3,298.7642857,22.02,28.07,-0.8,2348628.556,2374258.126
"1995/1996",36,1,"1/1/1996",199601,199601,1996,0,1,0,1,20,1,23,0.1204429,0.01086667,0,296.7,300.6,6.52,2.471428571,298.6214286,23.84,27.92,1.6,2374760.667,2374760.667
"1995/1996",37,2,"1/8/1996",199602,199601,1996,1,0,0,1,12,0,14,0.1828,0.1262333,70.68,296.1,299.6,31.7,2.1,298.05,23.84,27.92,1.6,2374760.667,2375263.207
"1995/1996",38,3,"1/15/1996",199603,199601,1996,2,0,0,0,18,0,20,0.1969857,0.07636667,60.67,295.9,299.7,66.45,1.871428571,297.4214286,23.84,27.92,1.6,2374760.667,2375765.748
"1995/1996",39,4,"1/22/1996",199604,199601,1996,1,0,0,0,12,0,13,0.2229,0.1381,0,295,298.2,29.6,1.857142857,296.7571429,23.84,27.92,1.6,2374760.667,2376268.288
"1995/1996",40,5,"1/29/1996",199605,199601,1996,0,1,0,0,20,2,23,0.2097286,0.1475333,0,295.7,299.4,11.7,2.171428571,297.3142857,23.84,27.92,1.6,2374760.667,2376770.829
"1995/1996",41,6,"2/5/1996",199606,199602,1996,1,0,0,3,14,2,20,0.1686857,0.04075,29.3,295,299.7,16.05,2.242857143,297.55,25.71,27.57,0.4,2374760.667,2377273.37
"1995/1996",42,7,"2/12/1996",199607,199602,1996,0,0,0,0,16,0,16,0.2143,0.13685,7.2,296.1,300,9.8,2.757142857,298.2357143,25.71,27.57,0.4,2374760.667,2377775.91
"1995/1996",43,8,"2/19/1996",199608,199602,1996,0,1,0,0,14,1,16,0.1252143,0.0583,177.58,296,299.6,22.57,2.3,297.75,25.71,27.57,0.4,2374760.667,2378278.451
"1995/1996",44,9,"2/26/1996",199609,199602,1996,2,0,0,0,19,2,23,0.2227714,0.108975,9.96,295.5,299.6,1.2,2.485714286,297.5,25.71,27.57,0.4,2374760.667,2378780.991
"1995/1996",45,10,"3/4/1996",199610,199603,1996,1,1,0,1,11,0,14,0.1776429,0.11005,0,296.2,299.8,9.7,2.242857143,297.9642857,26.09,27.71,1.9,2374760.667,2379283.532
"1995/1996",46,11,"3/11/1996",199611,199603,1996,0,0,0,1,10,4,15,0.1658571,0.0368,0,295.2,300.6,28.5,2.571428571,297.7857143,26.09,27.71,1.9,2374760.667,2379786.073
"1995/1996",47,12,"3/18/1996",199612,199603,1996,0,0,0,0,3,1,4,0.2112714,0.1118,0,296.6,300.4,1.3,2.785714286,298.25,26.09,27.71,1.9,2374760.667,2380288.613
"1995/1996",48,13,"3/25/1996",199613,199603,1996,0,1,0,0,4,0,5,0.1538429,-0.0457,0,295.4,299.8,29.8,2.457142857,297.3857143,26.09,27.71,1.9,2374760.667,2380791.154
"1995/1996",49,14,"4/1/1996",199614,199604,1996,0,0,0,0,4,1,5,0.1079429,0.024225,49.18,296.3,300.8,28.4,2.628571429,298.2,23.85,28.07,1.3,2374760.667,2381293.694
"1995/1996",50,15,"4/8/1996",199615,199604,1996,2,1,0,1,4,3,11,0.1776429,0.1488,46.16,295.7,300.7,23.92,2.328571429,298.1357143,23.85,28.07,1.3,2374760.667,2381796.235
"1995/1996",51,16,"4/15/1996",199616,199604,1996,0,0,0,1,9,1,11,0.2278286,0.12235,0,296.9,300.4,5.6,2.485714286,298.5,23.85,28.07,1.3,2374760.667,2382298.776
"1995/1996",52,17,"4/22/1996",199617,199604,1996,2,0,0,0,4,1,7,0.1805143,0.1078,5.63,296.6,299.8,23.9,1.914285714,298.1285714,23.85,28.07,1.3,2374760.667,2382801.316
"1996/1997",1,18,"4/29/1996",199618,199604,1996,1,0,0,0,3,0,4,0.2046286,0.1974,0,296.3,299.2,11.7,1.971428571,297.7714286,23.85,28.07,1.3,2374760.667,2383303.857
"1996/1997",2,19,"5/6/1996",199619,199605,1996,0,0,0,1,5,0,6,0.09445714,-0.0384,19.83,296.2,300.1,66.2,1.842857143,297.6357143,22.89,28.43,0.5,2374760.667,2383806.397
"1996/1997",3,20,"5/13/1996",199620,199605,1996,0,0,0,2,3,0,5,0.1586429,0.07175,45.94,296.9,300.5,22.9,2.328571429,298.7214286,22.89,28.43,0.5,2374760.667,2384308.938
"1996/1997",4,21,"5/20/1996",199621,199605,1996,0,0,0,0,2,0,2,0.21815,0.0557,36.08,297.5,301.8,18.58,2.785714286,299.55,22.89,28.43,0.5,2374760.667,2384811.479
"1996/1997",5,22,"5/27/1996",199622,199605,1996,0,0,0,1,3,0,4,0.1087857,0.1066,164.21,297.9,301.1,26.61,2.028571429,299.1714286,22.89,28.43,0.5,2374760.667,2385314.019
"1996/1997",6,23,"6/3/1996",199623,199606,1996,0,0,0,0,2,0,2,0.1579,0.080075,32.65,297.5,301.4,42.8,2.214285714,298.9214286,21.56,28.55,1.9,2374760.667,2385816.56
"1996/1997",7,24,"6/10/1996",199624,199606,1996,0,0,0,1,2,1,4,0.13545,0.0893,44.23,297.1,300.4,68.2,1.842857143,298.5071429,21.56,28.55,1.9,2374760.667,2386319.1
"1996/1997",8,25,"6/17/1996",199625,199606,1996,3,1,0,0,2,0,6,0.1561714,0.0646,19.69,297.6,301.7,29.4,2.271428571,299.55,21.56,28.55,1.9,2374760.667,2386821.641
"1996/1997",9,26,"6/24/1996",199626,199606,1996,2,0,0,1,3,0,6,0.1705857,0.1205,1.63,297.5,301.8,23.9,1.985714286,299.7357143,21.56,28.55,1.9,2374760.667,2387324.182
"1996/1997",10,27,"7/1/1996",199627,199607,1996,0,1,0,2,0,1,4,0.1834333,0.07375,7.52,298.5,302,19.83,2.3,300.0357143,20.02,28.5,1.1,2374760.667,2387826.722
"1996/1997",11,28,"7/8/1996",199628,199607,1996,0,0,0,2,2,2,6,0.1680333,0.07825,94.13,297.3,301.4,108.4,2.228571429,299.1714286,20.02,28.5,1.1,2374760.667,2388329.263
"1996/1997",12,29,"7/15/1996",199629,199607,1996,1,2,0,1,5,2,11,0.1645429,0.095425,39.19,297.1,302,46,2.257142857,299.6285714,20.02,28.5,1.1,2374760.667,2388831.803
"1996/1997",13,30,"7/22/1996",199630,199607,1996,2,1,0,0,10,3,16,0.1767833,-0.0106,24.15,297.5,301.7,39.1,2.185714286,299.5071429,20.02,28.5,1.1,2374760.667,2389334.344
"1996/1997",14,31,"7/29/1996",199631,199607,1996,1,0,0,2,5,1,9,0.2044429,0.115,49.4,297.7,301.4,43.91,1.814285714,299.2642857,20.02,28.5,1.1,2374760.667,2389836.885
"1996/1997",15,32,"8/5/1996",199632,199608,1996,1,2,0,1,7,1,12,0.1440857,0.05435,22.19,298.1,301.7,52.5,2.414285714,299.6357143,19.53,28.54,1.2,2374760.667,2390339.425
"1996/1997",16,33,"8/12/1996",199633,199608,1996,1,2,0,0,7,3,13,0.2317,0.0291,110.91,297.6,301.8,66.3,2.142857143,299.1428571,19.53,28.54,1.2,2374760.667,2390841.966
"1996/1997",17,34,"8/19/1996",199634,199608,1996,0,4,0,1,18,4,27,0.2312,0.09555,15.74,298,302.4,36.3,2.528571429,299.8928571,19.53,28.54,1.2,2374760.667,2391344.506
"1996/1997",18,35,"8/26/1996",199635,199608,1996,1,0,0,2,13,5,21,0.3126,0.07396667,9.07,298.6,303.3,17.55,3.328571429,300.7214286,19.53,28.54,1.2,2374760.667,2391847.047
"1996/1997",19,36,"9/2/1996",199636,199609,1996,2,2,0,1,11,3,19,0.1757857,0.03065,47.86,298.7,302.2,45.44,1.971428571,300.1571429,19.24,28.43,1,2374760.667,2392349.588
"1996/1997",20,37,"9/9/1996",199637,199609,1996,1,1,0,0,13,2,17,0.1728,0.1068,257.09,297.6,301.3,195.7,1.785714286,299.35,19.24,28.43,1,2374760.667,2392852.128
"1996/1997",21,38,"9/16/1996",199638,199609,1996,1,1,0,1,18,3,24,0.1078167,0.02845,62.55,298.3,302.3,21.92,1.871428571,300.2214286,19.24,28.43,1,2374760.667,2393354.669
"1996/1997",22,39,"9/23/1996",199639,199609,1996,2,0,0,1,16,8,27,0.1818857,0.00445,24.74,298.6,302.4,27,2.171428571,300.3,19.24,28.43,1,2374760.667,2393857.209
"1996/1997",23,40,"9/30/1996",199640,199609,1996,1,1,0,1,19,8,30,0.1952143,0.06813333,31.02,298.1,302.3,21.6,2.585714286,300.15,19.24,28.43,1,2374760.667,2394359.75
"1996/1997",24,41,"10/7/1996",199641,199610,1996,0,1,0,1,21,6,29,0.2196167,-0.0355,4.62,298.2,301.8,23.44,2,299.8857143,19.95,28.42,1,2374760.667,2394862.291
"1996/1997",25,42,"10/14/1996",199642,199610,1996,1,1,0,1,14,8,25,0.2358,0.0609,17.37,298.4,302,9.5,2.542857143,300.3714286,19.95,28.42,1,2374760.667,2395364.831
"1996/1997",26,43,"10/21/1996",199643,199610,1996,0,0,0,2,23,10,35,0.1663143,-0.0902,1.07,297.7,302.3,43,2.357142857,299.6214286,19.95,28.42,1,2374760.667,2395867.372
"1996/1997",27,44,"10/28/1996",199644,199610,1996,2,1,0,2,20,8,33,0.1463571,0.0158,65.12,297.5,301.5,73.32,1.871428571,299.0928571,19.95,28.42,1,2374760.667,2396369.912
"1996/1997",28,45,"11/4/1996",199645,199611,1996,1,3,0,0,21,5,30,0.1353,-0.00865,18.61,296.8,300.8,47.2,1.985714286,298.4214286,20.26,28.33,-0.1,2374760.667,2396872.453
"1996/1997",29,46,"11/11/1996",199646,199611,1996,1,2,0,1,13,12,29,0.098,0.0881,54.29,297.3,300.5,254.45,1.671428571,298.6642857,20.26,28.33,-0.1,2374760.667,2397374.994
"1996/1997",30,47,"11/18/1996",199647,199611,1996,3,0,0,3,15,10,31,0.0578,0.039525,70.82,296.6,300.5,88.2,1.942857143,298.3285714,20.26,28.33,-0.1,2374760.667,2397877.534
"1996/1997",31,48,"11/25/1996",199648,199611,1996,0,1,0,4,22,2,29,0.1447714,0.1038667,0,295.9,299.7,21.67,1.857142857,297.8714286,20.26,28.33,-0.1,2374760.667,2398380.075
"1996/1997",32,49,"12/2/1996",199649,199612,1996,0,4,0,4,11,3,22,0.2308429,-0.01016667,0,295.2,300.6,5.3,2.557142857,297.65,21.61,28.44,1.5,2374760.667,2398882.615
"1996/1997",33,50,"12/9/1996",199650,199612,1996,2,1,0,3,15,6,27,0.176,0.0495,0,295.6,300.5,39.7,2.057142857,297.1,21.61,28.44,1.5,2374760.667,2399385.156
"1996/1997",34,51,"12/16/1996",199651,199612,1996,1,1,0,3,15,4,24,0.1818571,0.1639,0,294.5,298.8,4.21,2.328571429,296.9642857,21.61,28.44,1.5,2374760.667,2399887.697
"1996/1997",35,52,"12/23/1996",199652,199612,1996,0,1,0,4,16,5,26,0.1470375,0.0214,0,296,299.5,39.62,1.857142857,297.6,21.61,28.44,1.5,2374760.667,2400390.237
"1996/1997",36,1,"1/1/1997",199701,199701,1997,2,1,0,1,19,6,29,0.1732857,0.1094,0,295.6,299.2,14.44,2.242857143,297.55,23.67,28.41,0.8,2400892.778,2400892.778
"1996/1997",37,2,"1/8/1997",199702,199701,1997,0,0,0,3,18,1,22,0.1435857,0.1839,6.65,296.1,299.4,10.09,2.228571429,297.6,23.67,28.41,0.8,2400892.778,2401395.318
"1996/1997",38,3,"1/15/1997",199703,199701,1997,0,0,0,2,26,5,33,0.2170857,0.0338,0,295.2,300.9,36.4,2.971428571,297.5714286,23.67,28.41,0.8,2400892.778,2401897.859
"1996/1997",39,4,"1/22/1997",199704,199701,1997,0,3,0,1,12,8,24,0.1861429,0.07316667,66.05,295.3,298.9,69.7,1.942857143,296.9428571,23.67,28.41,0.8,2400892.778,2402400.4
"1996/1997",40,5,"1/29/1997",199705,199701,1997,0,2,0,0,19,9,30,0.1018,0.04505,59.24,295.8,299.1,17.6,2.2,297.4571429,23.67,28.41,0.8,2400892.778,2402902.94
"1996/1997",41,6,"2/5/1997",199706,199702,1997,0,1,0,0,15,4,20,0.1156857,0.03413333,19.26,295.7,299.1,44.18,1.671428571,297.3642857,25.74,28.33,2.9,2400892.778,2403405.481
"1996/1997",42,7,"2/12/1997",199707,199702,1997,2,1,0,0,9,5,17,0.1705857,0.1281,0,296.2,299.2,15.14,1.985714286,297.6642857,25.74,28.33,2.9,2400892.778,2403908.021
"1996/1997",43,8,"2/19/1997",199708,199702,1997,2,1,0,0,17,4,24,0.1815429,0.07732,0,295.7,299,17.8,2.3,297.3642857,25.74,28.33,2.9,2400892.778,2404410.562
"1996/1997",44,9,"2/26/1997",199709,199702,1997,0,1,0,4,16,7,28,0.1579,0.04896667,0,295.5,298.7,8.3,2.1,297.35,25.74,28.33,2.9,2400892.778,2404913.103
"1996/1997",45,10,"3/5/1997",199710,199703,1997,2,0,0,0,11,5,18,0.2670143,0.124959853874956,0,295.8,299.3,13.4,2.242857143,297.3357143,26.95,28.52,-0.7,2400892.778,2405415.643
"1996/1997",46,11,"3/12/1997",199711,199703,1997,0,0,0,1,9,3,13,0.1512429,0.0864,0,296,299.1,21.72,1.742857143,297.1428571,26.95,28.52,-0.7,2400892.778,2405918.184
"1996/1997",47,12,"3/19/1997",199712,199703,1997,0,0,0,2,4,3,9,0.2533286,0.12525,0,295.7,300.6,2.1,3.628571429,298.1714286,26.95,28.52,-0.7,2400892.778,2406420.724
"1996/1997",48,13,"3/26/1997",199713,199703,1997,0,0,0,1,12,1,14,0.2154,0.107,0,295.5,300.7,6,3,297.8285714,26.95,28.52,-0.7,2400892.778,2406923.265
"1996/1997",49,14,"4/2/1997",199714,199704,1997,1,0,0,0,9,1,11,0.1916833,0.123,6.65,294.3,300.1,18.83,2.071428571,296.3785714,26.64,29.32,-1,2400892.778,2407425.806
"1996/1997",50,15,"4/9/1997",199715,199704,1997,0,0,0,0,10,1,11,0.2027714,0.069825,0,295.6,300.1,7.3,2.785714286,297.7928571,26.64,29.32,-1,2400892.778,2407928.346
"1996/1997",51,16,"4/16/1997",199716,199704,1997,2,0,0,1,14,2,19,0.2354857,0.05155,5.73,296.7,301.7,17,4.1,299.0785714,26.64,29.32,-1,2400892.778,2408430.887
"1996/1997",52,17,"4/23/1997",199717,199704,1997,0,0,0,1,9,0,10,0.2222571,0.023,0,297.4,301.7,3.5,3.242857143,299.4642857,26.64,29.32,-1,2400892.778,2408933.427
"1997/1998",1,18,"4/30/1997",199718,199704,1997,0,0,0,1,7,0,8,0.1928833,0.007333333,0,297.8,301.1,1.9,2.571428571,299.4285714,26.64,29.32,-1,2400892.778,2409435.968
"1997/1998",2,19,"5/7/1997",199719,199705,1997,0,0,0,1,7,0,8,0.1324571,0.0331,33.03,297.1,301.4,27,2.657142857,299.0857143,26.71,29.45,-2.2,2400892.778,2409938.509
"1997/1998",3,20,"5/14/1997",199720,199705,1997,1,0,0,1,7,0,9,0.1297857,0.0747,0,297.8,301.1,10.1,2.414285714,299.3214286,26.71,29.45,-2.2,2400892.778,2410441.049
"1997/1998",4,21,"5/21/1997",199721,199705,1997,0,0,0,0,3,0,3,0.09873333,0.1065333,83.59,297.7,301.4,13.8,2.571428571,299.4285714,26.71,29.45,-2.2,2400892.778,2410943.59
"1997/1998",5,22,"5/28/1997",199722,199705,1997,0,0,0,0,7,0,7,0.1450571,0.05535,98.86,297.9,300.6,42.3,1.985714286,299.0642857,26.71,29.45,-2.2,2400892.778,2411446.13
"1997/1998",6,23,"6/4/1997",199723,199706,1997,0,0,0,0,11,3,14,0.1623571,0.08895,0,298.2,302.6,5.6,3.014285714,300.5071429,26.27,29.4,-2.3,2400892.778,2411948.671
"1997/1998",7,24,"6/11/1997",199724,199706,1997,0,0,0,0,4,0,4,0.1914143,0.0904,2.43,298,302.6,8.4,2.828571429,300.5428571,26.27,29.4,-2.3,2400892.778,2412451.212
"1997/1998",8,25,"6/18/1997",199725,199706,1997,1,0,0,1,4,3,9,0.2157,0.05426667,46.55,298.3,302,33.5,2.271428571,299.9928571,26.27,29.4,-2.3,2400892.778,2412953.752
"1997/1998",9,26,"6/25/1997",199726,199706,1997,0,0,0,0,9,5,14,0.1368,0.07762,26.98,298.8,302.3,13.7,2.871428571,300.5928571,26.27,29.4,-2.3,2400892.778,2413456.293
"1997/1998",10,27,"7/2/1997",199727,199707,1997,0,0,0,1,4,2,7,0.1983714,0.09026667,15.12,298.8,302.3,29.4,2.4,300.6,25.59,29.5,-1.2,2400892.778,2413958.833
"1997/1998",11,28,"7/9/1997",199728,199707,1997,0,0,0,1,7,1,9,0.1118571,0.07483333,15.17,298.1,302.2,32.1,2.314285714,300.1285714,25.59,29.5,-1.2,2400892.778,2414461.374
"1997/1998",12,29,"7/16/1997",199729,199707,1997,0,0,0,0,2,1,3,0.1659714,0.0112,49.88,297.8,302.7,72.64,2.171428571,299.9285714,25.59,29.5,-1.2,2400892.778,2414963.915
"1997/1998",13,30,"7/23/1997",199730,199707,1997,0,0,0,0,3,0,3,0.1496857,0.0671206298298382,24.76,298.5,302.5,31.1,2.528571429,300.4357143,25.59,29.5,-1.2,2400892.778,2415466.455
"1997/1998",14,31,"7/30/1997",199731,199707,1997,2,0,0,2,8,2,14,0.1919429,0.07825,16.17,297.8,302.4,32.8,2.5,300.2785714,25.59,29.5,-1.2,2400892.778,2415968.996
"1997/1998",15,32,"8/6/1997",199732,199708,1997,1,0,0,1,10,0,12,0.1142286,0.0981,66.96,298.1,301.9,44.99,2.3,299.8785714,24.8,29.26,-2.4,2400892.778,2416471.536
"1997/1998",16,33,"8/13/1997",199733,199708,1997,0,0,0,0,10,0,10,0.1585714,0.046675,11.04,298.2,302,38,2.257142857,299.9571429,24.8,29.26,-2.4,2400892.778,2416974.077
"1997/1998",17,34,"8/20/1997",199734,199708,1997,2,0,0,1,17,1,21,0.1446,0.11135,94.72,298.8,302.5,39.9,1.971428571,300.2714286,24.8,29.26,-2.4,2400892.778,2417476.618
"1997/1998",18,35,"8/27/1997",199735,199708,1997,1,0,0,2,21,2,26,0.2091857,0.08936667,11.94,298.5,302,42.9,2.057142857,300.0571429,24.8,29.26,-2.4,2400892.778,2417979.158
"1997/1998",19,36,"9/3/1997",199736,199709,1997,1,1,0,2,30,13,47,0.1735571,0.1159667,16.77,299,303.5,35.5,2.985714286,300.9357143,24.4,29.32,-2.4,2400892.778,2418481.699
"1997/1998",20,37,"9/10/1997",199737,199709,1997,3,1,0,5,25,8,42,0.1827714,0.0815,79.32,298,303.6,47.89,2.557142857,300.65,24.4,29.32,-2.4,2400892.778,2418984.239
"1997/1998",21,38,"9/17/1997",199738,199709,1997,4,1,0,0,18,8,31,0.1866286,0.01545,11.59,298.7,302.6,39.8,2.057142857,300.4571429,24.4,29.32,-2.4,2400892.778,2419486.78
"1997/1998",22,39,"9/24/1997",199739,199709,1997,1,2,0,0,19,12,34,0.1434143,0.09823333,46.15,298.7,302.6,31.3,2.071428571,300.25,24.4,29.32,-2.4,2400892.778,2419989.321
"1997/1998",23,40,"10/1/1997",199740,199710,1997,0,0,0,1,23,9,33,0.1438857,0.1054,91.43,298.5,303.2,25.6,2.828571429,300.7857143,24.58,29.32,-2.4,2400892.778,2420491.861
"1997/1998",24,41,"10/8/1997",199741,199710,1997,0,0,0,9,33,10,52,0.0999,0.095825,120.4,297.4,302.9,187.3,1.985714286,299.2785714,24.58,29.32,-2.4,2400892.778,2420994.402
"1997/1998",25,42,"10/15/1997",199742,199710,1997,2,3,0,5,24,22,56,0.2107333,0.0831,38.64,296.4,302.3,18.84,3.342857143,299.9428571,24.58,29.32,-2.4,2400892.778,2421496.942
"1997/1998",26,43,"10/22/1997",199743,199710,1997,4,0,0,8,38,20,70,0.2916429,0.1966,0.78,298.3,302.3,7.47,2.571428571,300.6142857,24.58,29.32,-2.4,2400892.778,2421999.483
"1997/1998",27,44,"10/29/1997",199744,199710,1997,2,0,0,2,68,40,112,0.2102,0.1695,2.08,298.6,301.9,10.2,1.942857143,300.0142857,24.58,29.32,-2.4,2400892.778,2422502.024
"1997/1998",28,45,"11/5/1997",199745,199711,1997,0,0,0,0,35,35,70,0.1767429,0.0769664508652015,20.09,297.9,302.6,10.4,2.242857143,299.9071429,25.63,29.49,-2,2400892.778,2423004.564
"1997/1998",29,46,"11/12/1997",199746,199711,1997,1,0,0,1,23,22,47,0.1022714,0.12345,54.05,297.9,300.7,47.1,1.8,299.2857143,25.63,29.49,-2,2400892.778,2423507.105
"1997/1998",30,47,"11/19/1997",199747,199711,1997,2,1,0,3,34,8,48,0.1477857,-0.1026,0,298.2,301.9,36.6,2.157142857,299.7785714,25.63,29.49,-2,2400892.778,2424009.645
"1997/1998",31,48,"11/26/1997",199748,199711,1997,1,1,0,2,28,17,49,0.2117571,0.1606,3.01,298.2,301.9,12.2,2.042857143,299.6214286,25.63,29.49,-2,2400892.778,2424512.186
"1997/1998",32,49,"12/3/1997",199749,199712,1997,0,0,0,1,31,34,66,0.3120714,0.0661,0,298.2,302,0.2,2.657142857,300.2571429,26.92,29.32,-1.6,2400892.778,2425014.726
"1997/1998",33,50,"12/10/1997",199750,199712,1997,0,0,0,2,37,17,56,0.2354714,-0.0448,0,298.1,301.7,4.1,2.471428571,299.7357143,26.92,29.32,-1.6,2400892.778,2425517.267
"1997/1998",34,51,"12/17/1997",199751,199712,1997,0,0,0,1,34,26,61,0.2339,1e-04,22.52,297.6,300.9,18.1,2.5,299.1071429,26.92,29.32,-1.6,2400892.778,2426019.808
