Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,Patas monkey,3.83,,FD,KC,HS,"Kleinfeld, R. and E.H.Y. Chu (1958). DNA determinations of kidney cell cultures of three species of monkeys. Cytologia 23: 452-459.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Lophocebus albigena aterrimus,Black mangabey,3.76,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca arctoides,Stump-tailed macaque,3.46,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,Crab-eating macaque,3.41,42.00,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,Crab-eating macaque,3.45,,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca fuscata,Japanese macaque,3.56,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca maura,Macaque,3.43,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,Rhesus monkey,3.14,,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,Rhesus monkey,3.59,42.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca nemestrina,Pigtail macaque,3.56,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca nigra,Celebes ape,3.45,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca silenus,Liontail macaque,3.18,,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca silenus,Liontail macaque,3.63,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Macaca sylvanus,Barbary ape,3.50,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Mandrillus sphinx,Mandrill,3.50,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,Talapoin,3.67,54.00,FD,LK,HS,"Formenti, D. (1975). Nuclear DNA content in some species of the genus Cercopithecus (Primates: Cercopithecidae). Genetica 45: 307-313.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Nasalis larvatus,Proboscis monkey,4.32,48.00,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Papio hamadryas,Hamadryas baboon,3.53,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Papio hamadryas,Hamadryas baboon,3.54,,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Mouse lemur,3.12,66.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Gorilla gorilla,Gorilla,3.57,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Gorilla gorilla,Gorilla,4.16,48.00,FCM,LK,HS,"Pellicciari, C., E. Ronchetti, D. Formenti, R. Stanyon, and M.G. Manfredi Romanini (1990a). Genome size and ""C-heterochromatic-DNA"" in man and the African apes. Human Evolution 5: 261-267.","Pellicciari, C., E. Ronchetti, R. Tori, D. Formenti, and M.G.M. Romanini (1990b). Cytochemical evaluation of C-heterochromatic-DNA in metaphase chromosomes. Basic and Applied Histochemistry 34: 79-85."
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Gorilla gorilla,Western lowland gorilla,3.52,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Homo sapiens,Human,3.50,46.00,,,,,
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pan troglodytes,Chimpanzee,3.46,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pan troglodytes,Chimpanzee,3.63,,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pan troglodytes,Chimpanzee,3.76,48.00,FCM,LK,HS,"Pellicciari, C., E. Ronchetti, R. Tori, D. Formenti, and M.G.M. Romanini (1990b). Cytochemical evaluation of C-heterochromatic-DNA in metaphase chromosomes. Basic and Applied Histochemistry 34: 79-85.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pan troglodytes,Chimpanzee,3.85,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pongo pygmaeus,Orangutan,3.60,48.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pongo pygmaeus,Orangutan,3.66,,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hominidae,Pongo pygmaeus,Orangutan,4.10,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates agilis,Dark-handed gibbon,2.77,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates agilis,Dark-handed gibbon,3.48,44.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates klossii,Kloss's gibbon,3.26,44.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates lar,White-handed gibbon,2.93,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates lar,White-handed gibbon,3.24,44.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates moloch,Silvery gibbon,3.24,44.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates muelleri muelleri,Gray gibbon,3.32,44.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates muelleri x Hylobates syndactylus,Gibbon (hybrid),3.50,,FD,LK,HS,"Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4.",
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates syndactylus,Siamang,2.98,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Hylobatidae,Hylobates syndactylus,Siamang,3.76,50.00,FD,LK,HS,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Pellicciari, C., D. Formenti, M. Zuccotti, R. Stanyon, and M.G. Manfredi Romanini (1988). Genome size and constitutive heterochromatin in Hylobates muelleri and Symphalangus syndactylus and in their viable hybrid. Cytogenetics and Cell Genetics 47: 1-4."
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur coronatus,Crowned lemur,3.47,46.00,FCM,LK,HS,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe","Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:"
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur coronatus,Crowned lemur,3.71,,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur coronatus x Eulemur macaco,Lemur (hybrid),3.05,,FCM,LK,HS,"Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur fulvus,Brown lemur,3.09,48.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur fulvus,Brown lemur,3.62,,FD,LK,HS,"Manfredi Romanini, M.G. and F. Fontana (1968). Nuclear DNA content (a.u.) in some species of Lemuroidea. Rivista di Antropologia 55: 85-94.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur fulvus albocollaris,Brown lemur,2.73,48.00,FCM,LK,HS,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe","Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:"
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur fulvus mayottensis,Brown lemur,2.86,48.00,FCM,LK,HS,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe","Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:"
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur macaco,Black lemur,2.68,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur macaco,Black lemur,2.74,48.00,FCM,LK,HS,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe","Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:"
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur macaco,Black lemur,3.13,,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur macaco,Black lemur,3.59,,FD,LK,HS,"Manfredi Romanini, M.G. and F. Fontana (1968). Nuclear DNA content (a.u.) in some species of Lemuroidea. Rivista di Antropologia 55: 85-94.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur mongoz mongoz,Mongoose lemur,3.09,60.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur mongoz mongoz,Mongoose lemur,3.41,,FD,LK,HS,"Manfredi Romanini, M.G. and F. Fontana (1968). Nuclear DNA content (a.u.) in some species of Lemuroidea. Rivista di Antropologia 55: 85-94.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Eulemur rubriventer,Red-bellied lemur,2.59,50.00,FCM,LK,HS,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe","Ronchetti, E., S. Crovella, Y. Rumpler, C. Pellicciari, and M.G. Manfredi Romanini (1993). Genome size and qualitative and quantitative characteristics of C-heterochromatic DNA in Eulemur species and in a viable hybrid. Cytogenetics and Cell Genetics 63:"
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Hapalemur griseus alaotrensis,Bamboo lemur,3.18,54.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Hapalemur griseus griseus,Bamboo lemur,3.29,54.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Hapalemur griseus occidentalis,Bamboo lemur,3.25,58.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Hapalemur griseus olivaceus,Bamboo lemur,3.18,58.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Hapalemur simus,Broad-nosed gentle lemur,3.25,60.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Lemur catta,Ring-tailed lemur,3.11,56.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lemuridae,Lemur catta,Ring-tailed lemur,3.45,,FD,LK,HS,"Manfredi Romanini, M.G. and F. Fontana (1968). Nuclear DNA content (a.u.) in some species of Lemuroidea. Rivista di Antropologia 55: 85-94.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Galago senegalensis,Bushbaby,3.96,,FD,LK,HS,"Manfredi Romanini, M.G. and F. Fontana (1968). Nuclear DNA content (a.u.) in some species of Lemuroidea. Rivista di Antropologia 55: 85-94.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Galago senegalensis,Bushbaby,4.19,36.00,FD,LK,HS,"Manfredi Romanini, M.G., L.E.M. de Boer, B. Chiarelli, and S. Tinozzi Massari (1972). DNA nuclear content in the cytotaxonomy of Galago senegalensis and Galago crassicaudatus. Journal of Human Evolution 1: 473-476.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Galgoides alleni,Dwarf galago,3.93,40.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Nycticebus coucang,Slow loris,3.58,50.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Otolemur crassicaudatus argentatus,Greater bushbaby,3.24,62.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Otolemur crassicaudatus crassicaudatus,Greater bushbaby,3.98,62.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Perodicticus potto edwardsi,Potto,3.29,62.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Perodicticus potto potto,Potto,3.30,62.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Lorisidae,Perodicticus potto potto,Potto,4.14,,FD,LK,HS,"Manfredi Romanini, M.G., L.E.M. de Boer, B. Chiarelli, and S. Tinozzi Massari (1972). DNA nuclear content in the cytotaxonomy of Galago senegalensis and Galago crassicaudatus. Journal of Human Evolution 1: 473-476.",
Chordata,Vertebrata,Mammalia,Primates,Megaladapidae,Lepilemur mustelinus,Weasel lemur,3.25,20.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Tarsiidae,Tarsius syrichta,Tarsier,5.26,80.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Asian elephant,4.03,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,African elephant,4.11,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,African elephant,4.44,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Rodentia,Abrocomidae,Abrocoma bennetti,Chincilla rat,3.60,64.00,FCM,LV,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
