Numbers,OriginalID,FinalID,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,,,,
9643,36642,MTD901,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9645,36643,MTD902,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9647,36644,MTD903,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9649,36645,MTD904,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9651,36646,MTD905,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9653,36647,MTD906,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9655,36648,MTD907,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9657,36649,MTD908,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9659,36650,MTD909,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9661,36651,MTD910,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9663,36652,MTD911,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9665,36653,MTD912,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9667,36654,MTD913,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9669,36655,MTD914,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9671,36656,MTD915,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9673,36657,MTD916,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9675,36658,MTD917,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9677,36659,MTD918,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9679,36660,MTD919,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9681,36661,MTD920,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9683,36662,MTD921,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9685,36663,MTD922,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9687,36664,MTD923,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9689,36665,MTD924,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9691,36666,MTD925,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9693,36667,MTD926,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9695,36668,MTD927,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9697,36669,MTD928,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9699,36670,MTD929,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9701,36671,MTD930,Ambystoma tigrinum nebolosum,arizona tiger salamander,species,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum nebolosum,carnivore,NA,alive,adult,ectotherm,,,,
9703,36672,MTD931,Ambystoma tigrinum nebolosum,arizona tiger salamander,species,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum nebolosum,carnivore,NA,alive,adult,ectotherm,,,,
9705,36673,MTD932,Ambystoma tigrinum nebolosum,arizona tiger salamander,species,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum nebolosum,carnivore,NA,alive,adult,ectotherm,,,,
9707,36674,MTD933,Ambystoma tigrinum nebolosum,arizona tiger salamander,species,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum nebolosum,carnivore,NA,alive,adult,ectotherm,,,,
9709,36675,MTD934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9713,36676,MTD935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9717,36678,MTD936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9721,36679,MTD937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9725,36680,MTD938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9729,36681,MTD939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9733,36682,MTD940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9737,36683,MTD941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9741,36684,MTD942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9745,36685,MTD943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9751,36686,MTD944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9757,36687,MTD945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9763,36688,MTD946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9769,36689,MTD947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9775,36690,MTD948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9781,36691,MTD949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9787,36692,MTD950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9793,36693,MTD951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9799,36694,MTD952,Rhyzopertha dominica,lesser grain borer,species,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,herbivore,NA,alive,instar 4,ectotherm,,,,
9818,36695,MTD953,Rhyzopertha dominica,lesser grain borer,species,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,herbivore,NA,alive,instar 4,ectotherm,,,,
9837,36696,MTD954,Rhyzopertha dominica,lesser grain borer,species,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,herbivore,NA,alive,instar 4,ectotherm,,,,
9855,36697,MTD955,Rhyzopertha dominica,lesser grain borer,species,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,herbivore,NA,alive,instar 4,ectotherm,,,,
9874,36698,MTD956,Rhyzopertha dominica,lesser grain borer,species,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,herbivore,NA,alive,instar 4,ectotherm,,,,
9892,36699,MTD957,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
9913,36700,MTD958,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
9934,36701,MTD959,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
9955,36702,MTD960,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
9975,36703,MTD961,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
9996,36704,MTD962,Cryptolestes ferrugineus,rusty grain beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus,herbivore,NA,alive,instar 4,ectotherm,,,,
10017,36827,MTD963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10019,36828,MTD964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10021,36829,MTD965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10023,36830,MTD966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10025,36831,MTD967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10027,36832,MTD968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10029,36833,MTD969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10031,36834,MTD970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10033,36835,MTD971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10035,36836,MTD972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10037,36837,MTD973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10039,36838,MTD974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10041,36839,MTD975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10043,36840,MTD976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10045,36841,MTD977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10047,36842,MTD978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10049,36843,MTD979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10051,36844,MTD980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10053,36845,MTD981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10055,36846,MTD982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10057,36847,MTD983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10059,36848,MTD984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10061,36849,MTD985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10063,36850,MTD986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10065,36851,MTD987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10067,36852,MTD988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10069,36853,MTD989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10071,36854,MTD990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10073,36855,MTD991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10075,36856,MTD992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10077,36857,MTD993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10079,36858,MTD994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10081,36859,MTD995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10083,36860,MTD996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10085,36861,MTD997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10087,36862,MTD998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10089,36863,MTD999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10091,36864,MTD1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10093,36865,MTD1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10095,36866,MTD1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10097,36867,MTD1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10099,36868,MTD1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10101,36869,MTD1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10103,36870,MTD1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10105,36871,MTD1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10107,36872,MTD1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10109,36873,MTD1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10111,36874,MTD1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10113,36875,MTD1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10115,36876,MTD1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10117,36877,MTD1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10119,36878,MTD1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10121,36879,MTD1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10123,36880,MTD1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10125,36881,MTD1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10127,36882,MTD1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10129,36883,MTD1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10131,36884,MTD1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10133,36885,MTD1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10135,36886,MTD1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10137,36890,MTD1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10139,36891,MTD1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10141,36892,MTD1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10143,36896,MTD1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10145,36897,MTD1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10147,36898,MTD1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10149,36902,MTD1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10151,36903,MTD1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10153,36904,MTD1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10155,36908,MTD1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10157,36909,MTD1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10159,36910,MTD1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10161,36914,MTD1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10163,36915,MTD1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10165,36916,MTD1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10167,36920,MTD1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10169,36921,MTD1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10171,36922,MTD1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10173,36926,MTD1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10175,36927,MTD1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10177,36928,MTD1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10179,36932,MTD1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10181,36933,MTD1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10183,36934,MTD1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10185,36938,MTD1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10187,36939,MTD1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10189,36940,MTD1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10191,36944,MTD1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10193,36945,MTD1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10195,36946,MTD1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10197,36950,MTD1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10199,36951,MTD1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10201,36952,MTD1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10203,36956,MTD1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10205,36957,MTD1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10207,36958,MTD1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10209,36962,MTD1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10211,36963,MTD1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10213,36964,MTD1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10215,36968,MTD1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10217,36969,MTD1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10219,36970,MTD1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10221,36974,MTD1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10223,36975,MTD1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10225,36976,MTD1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10227,36980,MTD1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10229,36981,MTD1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10231,36982,MTD1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10233,36986,MTD1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10235,36987,MTD1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10237,36988,MTD1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10239,36992,MTD1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10241,36993,MTD1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10243,36994,MTD1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10245,36998,MTD1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10247,36999,MTD1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10249,37000,MTD1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
10251,37001,MTD1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
